"InvoiceNo","StockCode","Quantity","InvoiceDate","UnitPrice","CustomerID"
"545945","22722",2,"2011-03-08T12:07",3.95,16710
"545945","85049F",2,"2011-03-08T12:07",1.25,16710
"545945","22979",1,"2011-03-08T12:07",1.45,16710
"545945","21592",1,"2011-03-08T12:07",1.25,16710
"545945","22077",2,"2011-03-08T12:07",1.65,16710
"545945","22980",1,"2011-03-08T12:07",1.65,16710
"545945","22264",4,"2011-03-08T12:07",0.85,16710
"545945","22726",2,"2011-03-08T12:07",3.75,16710
"545945","22727",2,"2011-03-08T12:07",3.75,16710
"545945","22858",1,"2011-03-08T12:07",1.65,16710
"545945","22860",3,"2011-03-08T12:07",1.65,16710
"545945","22766",4,"2011-03-08T12:07",2.95,16710
"545945","22777",1,"2011-03-08T12:07",8.5,16710
"545945","22999",4,"2011-03-08T12:07",0.42,16710
"545945","23006",3,"2011-03-08T12:07",0.42,16710
"545945","22998",4,"2011-03-08T12:07",0.42,16710
"545945","23000",3,"2011-03-08T12:07",0.42,16710
"545945","22996",4,"2011-03-08T12:07",0.42,16710
"545945","22988",12,"2011-03-08T12:07",1.25,16710
"545945","84683",5,"2011-03-08T12:07",1.25,16710
"545945","22697",3,"2011-03-08T12:07",2.95,16710
"545945","22699",3,"2011-03-08T12:07",2.95,16710
"545945","21531",3,"2011-03-08T12:07",2.55,16710
"545945","21535",2,"2011-03-08T12:07",2.55,16710
"545978","47590A",1,"2011-03-08T12:19",5.45,13975
"545978","47590B",1,"2011-03-08T12:19",5.45,13975
"545978","47566B",2,"2011-03-08T12:19",4.95,13975
"545978","47566",2,"2011-03-08T12:19",4.95,13975
"545978","22192",1,"2011-03-08T12:19",8.5,13975
"545978","22993",12,"2011-03-08T12:19",1.25,13975
"545978","22189",2,"2011-03-08T12:19",3.95,13975
"545978","22246",6,"2011-03-08T12:19",1.95,13975
"545978","22249",6,"2011-03-08T12:19",0.85,13975
"545978","22250",6,"2011-03-08T12:19",0.85,13975
"545978","22268",6,"2011-03-08T12:19",0.85,13975
"545978","22248",6,"2011-03-08T12:19",0.85,13975
"545978","85194L",6,"2011-03-08T12:19",0.85,13975
"545978","21383",6,"2011-03-08T12:19",0.65,13975
"545978","22979",7,"2011-03-08T12:19",1.45,13975
"545978","22196",6,"2011-03-08T12:19",0.85,13975
"545978","22348",6,"2011-03-08T12:19",0.85,13975
"545978","22195",3,"2011-03-08T12:19",1.65,13975
"545978","21456",6,"2011-03-08T12:19",1.25,13975
"545978","21457",6,"2011-03-08T12:19",1.25,13975
"545978","22228",3,"2011-03-08T12:19",0.85,13975
"545978","22241",6,"2011-03-08T12:19",1.25,13975
"545978","21448",3,"2011-03-08T12:19",1.65,13975
"545978","22858",3,"2011-03-08T12:19",1.65,13975
"545978","22859",3,"2011-03-08T12:19",1.65,13975
"545978","22956",6,"2011-03-08T12:19",2.1,13975
"545978","84218",1,"2011-03-08T12:19",1.95,13975
"545978","22148",4,"2011-03-08T12:19",1.95,13975
"545978","22284",12,"2011-03-08T12:19",1.65,13975
"545978","22806",6,"2011-03-08T12:19",2.95,13975
"545978","21232",4,"2011-03-08T12:19",1.25,13975
"545978","22564",3,"2011-03-08T12:19",1.25,13975
"545978","21231",4,"2011-03-08T12:19",1.25,13975
"545978","22131",1,"2011-03-08T12:19",1.95,13975
"545978","22645",4,"2011-03-08T12:19",1.45,13975
"545978","22960",1,"2011-03-08T12:19",4.25,13975
"545978","22560",3,"2011-03-08T12:19",1.25,13975
"545978","22722",6,"2011-03-08T12:19",3.95,13975
"545978","22558",5,"2011-03-08T12:19",1.49,13975
"545978","22064",2,"2011-03-08T12:19",1.65,13975
"545978","22064",4,"2011-03-08T12:19",1.65,13975
"545978","22059",3,"2011-03-08T12:19",1.49,13975
"545978","22131",2,"2011-03-08T12:19",1.95,13975
"545978","84988",3,"2011-03-08T12:19",1.45,13975
"545978","84987",3,"2011-03-08T12:19",1.45,13975
"545978","21535",3,"2011-03-08T12:19",2.55,13975
"545978","22722",2,"2011-03-08T12:19",3.95,13975
"545978","22092",2,"2011-03-08T12:19",1.25,13975
"545978","22966",5,"2011-03-08T12:19",1.25,13975
"545978","84378",5,"2011-03-08T12:19",1.25,13975
"545978","84380",5,"2011-03-08T12:19",1.25,13975
"545978","22725",1,"2011-03-08T12:19",3.75,13975
"545978","22729",1,"2011-03-08T12:19",3.75,13975
"545978","22726",2,"2011-03-08T12:19",3.75,13975
"545978","22727",2,"2011-03-08T12:19",3.75,13975
"545978","22960",2,"2011-03-08T12:19",4.25,13975
"545978","20751",3,"2011-03-08T12:19",2.1,13975
"545978","84997A",3,"2011-03-08T12:19",4.15,13975
"545978","22728",3,"2011-03-08T12:19",3.75,13975
"545978","22491",3,"2011-03-08T12:19",0.85,13975
"545978","20829",3,"2011-03-08T12:19",2.1,13975
"545978","22489",6,"2011-03-08T12:19",0.42,13975
"545978","22094",2,"2011-03-08T12:19",1.25,13975
"545978","22720",2,"2011-03-08T12:19",4.95,13975
"545978","20992",3,"2011-03-08T12:19",0.85,13975
"545978","22908",3,"2011-03-08T12:19",0.85,13975
"545978","21080",3,"2011-03-08T12:19",0.85,13975
"545978","21078",3,"2011-03-08T12:19",0.85,13975
"545978","22851",3,"2011-03-08T12:19",0.85,13975
"545978","21980",12,"2011-03-08T12:19",0.29,13975
"545978","21986",12,"2011-03-08T12:19",0.29,13975
"545978","21212",12,"2011-03-08T12:19",0.55,13975
"545978","21977",12,"2011-03-08T12:19",0.55,13975
"545978","22964",3,"2011-03-08T12:19",2.1,13975
"545978","22961",12,"2011-03-08T12:19",1.45,13975
"545978","85199S",6,"2011-03-08T12:19",0.42,13975
"545978","21389",4,"2011-03-08T12:19",0.85,13975
"545978","22249",6,"2011-03-08T12:19",0.85,13975
"545978","22565",5,"2011-03-08T12:19",0.85,13975
"545978","22586",5,"2011-03-08T12:19",0.85,13975
"545978","22587",5,"2011-03-08T12:19",0.85,13975
"545978","22566",5,"2011-03-08T12:19",0.85,13975
"545978","20723",3,"2011-03-08T12:19",0.85,13975
"545978","22149",3,"2011-03-08T12:19",2.1,13975
"545978","22150",3,"2011-03-08T12:19",1.95,13975
"545978","84898F",3,"2011-03-08T12:19",2.1,13975
"545978","20972",6,"2011-03-08T12:19",1.25,13975
"545978","20971",6,"2011-03-08T12:19",1.25,13975
"545978","22751",2,"2011-03-08T12:19",3.75,13975
"545978","22750",2,"2011-03-08T12:19",3.75,13975
"545978","22749",2,"2011-03-08T12:19",3.75,13975
"545978","22568",1,"2011-03-08T12:19",3.75,13975
"545978","22569",1,"2011-03-08T12:19",3.75,13975
"545978","22570",1,"2011-03-08T12:19",3.75,13975
"545978","21930",2,"2011-03-08T12:19",1.95,13975
"545978","22382",2,"2011-03-08T12:19",1.65,13975
"545978","20727",1,"2011-03-08T12:19",1.65,13975
"545978","21916",6,"2011-03-08T12:19",0.42,13975
"545978","21705",2,"2011-03-08T12:19",1.65,13975
"545978","21703",6,"2011-03-08T12:19",0.42,13975
"545978","20724",3,"2011-03-08T12:19",0.85,13975
"545978","20719",4,"2011-03-08T12:19",0.85,13975
"545978","22356",3,"2011-03-08T12:19",0.85,13975
"545978","20726",2,"2011-03-08T12:19",1.65,13975
"545978","22384",2,"2011-03-08T12:19",1.65,13975
"545978","22383",2,"2011-03-08T12:19",1.65,13975
"545978","20728",2,"2011-03-08T12:19",1.65,13975
"545978","20717",2,"2011-03-08T12:19",1.25,13975
"545978","20717",2,"2011-03-08T12:19",1.25,13975
"545978","22386",5,"2011-03-08T12:19",1.95,13975
"545978","21929",2,"2011-03-08T12:19",1.95,13975
"545978","22411",2,"2011-03-08T12:19",1.95,13975
"545978","21928",2,"2011-03-08T12:19",1.95,13975
"545978","85099B",2,"2011-03-08T12:19",1.95,13975
"545978","21931",2,"2011-03-08T12:19",1.95,13975
"545978","20713",2,"2011-03-08T12:19",1.95,13975
"545978","22507",2,"2011-03-08T12:19",4.95,13975
"545979","20713",1,"2011-03-08T12:30",1.95,12748
"545979","85099F",2,"2011-03-08T12:30",1.95,12748
"545979","22301",2,"2011-03-08T12:30",2.55,12748
"545979","85099F",3,"2011-03-08T12:30",1.95,12748
"545979","20711",2,"2011-03-08T12:30",1.95,12748
"545979","85099B",2,"2011-03-08T12:30",1.95,12748
"545979","22386",2,"2011-03-08T12:30",1.95,12748
"545979","22384",2,"2011-03-08T12:30",1.65,12748
"545979","21723",2,"2011-03-08T12:30",0.85,12748
"545979","21724",2,"2011-03-08T12:30",0.85,12748
"545979","21725",2,"2011-03-08T12:30",0.85,12748
"545979","21726",2,"2011-03-08T12:30",0.85,12748
"545979","84755",8,"2011-03-08T12:30",0.65,12748
"545979","20726",3,"2011-03-08T12:30",1.65,12748
"545979","20727",3,"2011-03-08T12:30",1.65,12748
"545979","22356",3,"2011-03-08T12:30",0.85,12748
"545979","20724",4,"2011-03-08T12:30",0.85,12748
"545979","20728",4,"2011-03-08T12:30",1.65,12748
"545979","22662",2,"2011-03-08T12:30",1.65,12748
"545979","22382",3,"2011-03-08T12:30",1.65,12748
"545979","20723",7,"2011-03-08T12:30",0.85,12748
"545979","22149",2,"2011-03-08T12:30",2.1,12748
"545979","22147",1,"2011-03-08T12:30",1.45,12748
"545979","22148",2,"2011-03-08T12:30",1.95,12748
"545979","21500",25,"2011-03-08T12:30",0.42,12748
"545979","22052",25,"2011-03-08T12:30",0.42,12748
"545980","21774",1,"2011-03-08T12:49",1.25,14730
"545980","21773",3,"2011-03-08T12:49",1.25,14730
"545980","22957",12,"2011-03-08T12:49",2.95,14730
"545980","22857",6,"2011-03-08T12:49",0.85,14730
"545980","84836",2,"2011-03-08T12:49",1.25,14730
"545980","22974",6,"2011-03-08T12:49",1.65,14730
"545980","22972",6,"2011-03-08T12:49",1.65,14730
"545980","22367",1,"2011-03-08T12:49",1.95,14730
"545980","22618",1,"2011-03-08T12:49",9.95,14730
"545980","21430",1,"2011-03-08T12:49",3.75,14730
"545980","22951",1,"2011-03-08T12:49",0.55,14730
"545980","21977",3,"2011-03-08T12:49",0.55,14730
"545980","84969",1,"2011-03-08T12:49",4.25,14730
"545980","22673",1,"2011-03-08T12:49",1.25,14730
"545980","22027",12,"2011-03-08T12:49",0.42,14730
"545980","21992",1,"2011-03-08T12:49",2.95,14730
"545980","22539",2,"2011-03-08T12:49",0.42,14730
"545980","22270",1,"2011-03-08T12:49",3.75,14730
"545980","35911A",2,"2011-03-08T12:49",0.85,14730
"545980","21040",2,"2011-03-08T12:49",0.79,14730
"545980","21043",2,"2011-03-08T12:49",1.95,14730
"545980","22295",2,"2011-03-08T12:49",1.65,14730
"545980","22926",1,"2011-03-08T12:49",5.95,14730
"545980","22241",1,"2011-03-08T12:49",1.25,14730
"545980","21172",1,"2011-03-08T12:49",1.45,14730
"545980","21094",3,"2011-03-08T12:49",0.85,14730
"545980","22630",1,"2011-03-08T12:49",1.95,14730
"545980","22859",1,"2011-03-08T12:49",1.65,14730
"545980","22858",2,"2011-03-08T12:49",1.65,14730
"545980","22860",2,"2011-03-08T12:49",1.65,14730
"545980","22969",12,"2011-03-08T12:49",1.45,14730
"545980","21591",1,"2011-03-08T12:49",1.25,14730
"545980","22738",1,"2011-03-08T12:49",1.65,14730
"545980","23194",1,"2011-03-08T12:49",2.25,14730
"545980","22720",1,"2011-03-08T12:49",4.95,14730
"545980","21114",10,"2011-03-08T12:49",1.25,14730
"545980","47590B",2,"2011-03-08T12:49",5.45,14730
"545980","22690",1,"2011-03-08T12:49",7.95,14730
"545980","21524",2,"2011-03-08T12:49",7.95,14730
"545980","21929",2,"2011-03-08T12:49",1.95,14730
"545980","21034",1,"2011-03-08T12:49",0.95,14730
"545980","21114",10,"2011-03-08T12:49",1.25,14730
"545980","84531A",3,"2011-03-08T12:49",0.39,14730
"545980","22988",3,"2011-03-08T12:49",1.25,14730
"545980","21172",1,"2011-03-08T12:49",1.45,14730
"545980","84380",1,"2011-03-08T12:49",1.25,14730
"545980","82482",1,"2011-03-08T12:49",2.55,14730
"545980","22926",1,"2011-03-08T12:49",5.95,14730
"545980","21043",2,"2011-03-08T12:49",1.95,14730
"545980","84836",2,"2011-03-08T12:49",1.25,14730
"545980","22777",1,"2011-03-08T12:49",8.5,14730
"545980","40016",12,"2011-03-08T12:49",0.42,14730
"545980","47590A",1,"2011-03-08T12:49",5.45,14730
"545980","21955",1,"2011-03-08T12:49",7.95,14730
"545987","85066",6,"2011-03-08T12:51",10.95,17389
"545987","21658",6,"2011-03-08T12:51",3.39,17389
"545987","21617",6,"2011-03-08T12:51",3.25,17389
"545988","20713",10,"2011-03-08T12:52",1.95,12662
"545988","20712",10,"2011-03-08T12:52",1.95,12662
"545988","21929",10,"2011-03-08T12:52",1.95,12662
"545988","22411",10,"2011-03-08T12:52",1.95,12662
"545988","85099F",10,"2011-03-08T12:52",1.95,12662
"545988","20719",10,"2011-03-08T12:52",0.85,12662
"545988","20723",10,"2011-03-08T12:52",0.85,12662
"545988","20675",8,"2011-03-08T12:52",1.25,12662
"545988","20677",8,"2011-03-08T12:52",1.25,12662
"545988","22243",12,"2011-03-08T12:52",1.65,12662
"545988","20977",16,"2011-03-08T12:52",1.25,12662
"545988","20726",10,"2011-03-08T12:52",1.65,12662
"545988","22326",12,"2011-03-08T12:52",2.95,12662
"545988","22328",6,"2011-03-08T12:52",2.95,12662
"545988","20750",2,"2011-03-08T12:52",7.95,12662
"545988","20676",8,"2011-03-08T12:52",1.25,12662
"545988","21238",8,"2011-03-08T12:52",0.85,12662
"545988","21239",8,"2011-03-08T12:52",0.85,12662
"545988","POST",1,"2011-03-08T12:52",18.0,12662
"545989","22236",12,"2011-03-08T12:57",10.95,14560
"545989","22776",16,"2011-03-08T12:57",8.5,14560
"545989","22215",4,"2011-03-08T12:57",8.5,14560
"545991","72799F",24,"2011-03-08T13:12",2.55,15311
"545991","82484",12,"2011-03-08T13:12",6.75,15311
"545991","21240",96,"2011-03-08T13:12",0.72,15311
"545991","21523",10,"2011-03-08T13:12",6.75,15311
"545991","20677",72,"2011-03-08T13:12",1.06,15311
"545991","21243",96,"2011-03-08T13:12",1.45,15311
"545991","21244",96,"2011-03-08T13:12",1.45,15311
"545991","20675",72,"2011-03-08T13:12",1.06,15311
"545991","21239",2,"2011-03-08T13:12",0.85,15311
"545991","21165",4,"2011-03-08T13:12",1.69,15311
"545991","21166",4,"2011-03-08T13:12",2.08,15311
"545991","37444C",6,"2011-03-08T13:12",0.39,15311
"545991","37444A",2,"2011-03-08T13:12",0.39,15311
"545991","84750B",4,"2011-03-08T13:12",1.95,15311
"545991","84849D",5,"2011-03-08T13:12",1.69,15311
"545991","21987",5,"2011-03-08T13:12",0.65,15311
"545991","21121",6,"2011-03-08T13:12",1.25,15311
"545991","21122",6,"2011-03-08T13:12",1.25,15311
"545991","21537",2,"2011-03-08T13:12",4.25,15311
"545991","82613A",3,"2011-03-08T13:12",1.25,15311
"545991","85187",5,"2011-03-08T13:12",1.65,15311
"545991","22281",2,"2011-03-08T13:12",5.95,15311
"545991","84997A",7,"2011-03-08T13:12",4.15,15311
"545991","22663",3,"2011-03-08T13:12",1.95,15311
"545991","22241",12,"2011-03-08T13:12",1.25,15311
"545991","82583",4,"2011-03-08T13:12",2.1,15311
"545991","82486",2,"2011-03-08T13:12",8.95,15311
"545991","82483",2,"2011-03-08T13:12",6.95,15311
"545991","72760B",1,"2011-03-08T13:12",9.95,15311
"545992","20685",10,"2011-03-08T13:21",6.75,16927
"545992","47566",8,"2011-03-08T13:21",4.95,16927
"545992","20682",5,"2011-03-08T13:21",3.25,16927
"545993","20725",10,"2011-03-08T13:23",1.45,13777
"545993","21232",60,"2011-03-08T13:23",1.06,13777
"545993","22041",12,"2011-03-08T13:23",2.1,13777
"545993","72802A",24,"2011-03-08T13:23",3.81,13777
"545993","21156",12,"2011-03-08T13:23",1.65,13777
"545993","85123A",81,"2011-03-08T13:23",2.55,13777
"545994","22898",8,"2011-03-08T13:50",1.95,12623
"545994","22704",25,"2011-03-08T13:50",0.42,12623
"545994","22303",6,"2011-03-08T13:50",2.55,12623
"545994","22302",6,"2011-03-08T13:50",2.55,12623
"545994","22908",12,"2011-03-08T13:50",0.85,12623
"545994","22939",4,"2011-03-08T13:50",4.95,12623
"545994","22326",6,"2011-03-08T13:50",2.95,12623
"545994","20719",20,"2011-03-08T13:50",0.85,12623
"545994","20712",20,"2011-03-08T13:50",1.95,12623
"545994","21240",8,"2011-03-08T13:50",0.85,12623
"545994","21239",8,"2011-03-08T13:50",0.85,12623
"545994","20724",10,"2011-03-08T13:50",0.85,12623
"545994","20718",10,"2011-03-08T13:50",1.25,12623
"545994","21671",12,"2011-03-08T13:50",1.25,12623
"545994","22329",12,"2011-03-08T13:50",1.65,12623
"545994","85099B",10,"2011-03-08T13:50",1.95,12623
"545994","21731",12,"2011-03-08T13:50",1.65,12623
"545994","POST",2,"2011-03-08T13:50",18.0,12623
"545995","22021",6,"2011-03-08T13:54",1.65,15023
"545995","85206A",6,"2011-03-08T13:54",1.65,15023
"545995","22285",9,"2011-03-08T13:54",1.65,15023
"545995","21383",13,"2011-03-08T13:54",0.65,15023
"545995","84459B",8,"2011-03-08T13:54",1.49,15023
"545995","22251",12,"2011-03-08T13:54",1.25,15023
"545995","21454",13,"2011-03-08T13:54",0.85,15023
"545995","72741",9,"2011-03-08T13:54",1.45,15023
"545995","22808",4,"2011-03-08T13:54",2.95,15023
"545995","85187",12,"2011-03-08T13:54",1.65,15023
"545995","22292",8,"2011-03-08T13:54",1.45,15023
"545995","85170D",6,"2011-03-08T13:54",2.1,15023
"545995","72351A",6,"2011-03-08T13:54",2.1,15023
"545995","72351B",6,"2011-03-08T13:54",2.1,15023
"545995","84792",2,"2011-03-08T13:54",4.65,15023
"545995","22084",6,"2011-03-08T13:54",2.95,15023
"545995","21123",3,"2011-03-08T13:54",1.25,15023
"545995","21121",4,"2011-03-08T13:54",1.25,15023
"545995","21122",4,"2011-03-08T13:54",1.25,15023
"545995","21124",4,"2011-03-08T13:54",1.25,15023
"545995","85040A",6,"2011-03-08T13:54",1.65,15023
"545995","85040B",6,"2011-03-08T13:54",1.65,15023
"545995","20941",6,"2011-03-08T13:54",1.25,15023
"545995","85169D",6,"2011-03-08T13:54",1.25,15023
"545995","22926",3,"2011-03-08T13:54",5.95,15023
"545995","20914",2,"2011-03-08T13:54",2.95,15023
"545995","22352",2,"2011-03-08T13:54",2.55,15023
"545995","21559",3,"2011-03-08T13:54",2.55,15023
"545995","20751",2,"2011-03-08T13:54",2.1,15023
"545995","20751",2,"2011-03-08T13:54",2.1,15023
"545995","20751",2,"2011-03-08T13:54",2.1,15023
"545995","22207",2,"2011-03-08T13:54",4.25,15023
"545995","22911",4,"2011-03-08T13:54",2.95,15023
"545995","21786",1,"2011-03-08T13:54",0.42,15023
"545995","21291",16,"2011-03-08T13:54",0.85,15023
"545995","22659",3,"2011-03-08T13:54",1.95,15023
"545995","22148",6,"2011-03-08T13:54",1.95,15023
"545995","22616",12,"2011-03-08T13:54",0.29,15023
"545995","22900",4,"2011-03-08T13:54",2.95,15023
"545995","20711",3,"2011-03-08T13:54",1.95,15023
"545995","21929",3,"2011-03-08T13:54",1.95,15023
"545995","85099B",3,"2011-03-08T13:54",1.95,15023
"545995","85099F",3,"2011-03-08T13:54",1.95,15023
"545995","20727",3,"2011-03-08T13:54",1.65,15023
"545995","22384",4,"2011-03-08T13:54",1.65,15023
"545995","21937",3,"2011-03-08T13:54",2.95,15023
"545995","21933",3,"2011-03-08T13:54",2.95,15023
"545995","22505",2,"2011-03-08T13:54",4.95,15023
"545995","21428",3,"2011-03-08T13:54",4.25,15023
"545995","21754",3,"2011-03-08T13:54",5.95,15023
"545995","21755",3,"2011-03-08T13:54",5.95,15023
"545995","84879",8,"2011-03-08T13:54",1.69,15023
"545995","22432",6,"2011-03-08T13:54",1.95,15023
"545995","22469",16,"2011-03-08T13:54",1.65,15023
"545995","22470",12,"2011-03-08T13:54",2.95,15023
"545995","22986",25,"2011-03-08T13:54",0.42,15023
"545995","23231",25,"2011-03-08T13:54",0.42,15023
"545995","23230",25,"2011-03-08T13:54",0.42,15023
"545995","48185",3,"2011-03-08T13:54",7.95,15023
"545995","22660",1,"2011-03-08T13:54",7.95,15023
"545995","48194",2,"2011-03-08T13:54",7.95,15023
"545995","21955",2,"2011-03-08T13:54",7.95,15023
"545995","48138",3,"2011-03-08T13:54",7.95,15023
"545995","20685",2,"2011-03-08T13:54",7.95,15023
"545995","48129",2,"2011-03-08T13:54",7.95,15023
"545995","21523",2,"2011-03-08T13:54",7.95,15023
"545995","M",6,"2011-03-08T13:54",2.1,15023
"545995","21123",1,"2011-03-08T13:54",1.25,15023
"545995","22241",6,"2011-03-08T13:54",1.25,15023
"545995","22284",6,"2011-03-08T13:54",1.65,15023
"545996","22781",2,"2011-03-08T14:12",7.65,14367
"545996","22151",24,"2011-03-08T14:12",0.42,14367
"545996","85214",12,"2011-03-08T14:12",1.65,14367
"545996","22152",14,"2011-03-08T14:12",0.42,14367
"545996","84380",7,"2011-03-08T14:12",1.25,14367
"545996","22964",6,"2011-03-08T14:12",2.1,14367
"545996","23184",6,"2011-03-08T14:12",4.95,14367
"545996","84992",24,"2011-03-08T14:12",0.55,14367
"545996","84991",24,"2011-03-08T14:12",0.55,14367
"545996","21975",24,"2011-03-08T14:12",0.55,14367
"545996","21217",24,"2011-03-08T14:12",8.95,14367
"545996","21213",24,"2011-03-08T14:12",0.55,14367
"545996","22061",1,"2011-03-08T14:12",9.95,14367
"545996","37449",1,"2011-03-08T14:12",9.95,14367
"545996","22624",1,"2011-03-08T14:12",8.5,14367
"545996","22625",1,"2011-03-08T14:12",8.5,14367
"545996","20982",24,"2011-03-08T14:12",0.85,14367
"545996","20983",24,"2011-03-08T14:12",0.85,14367
"545996","22138",2,"2011-03-08T14:12",4.95,14367
"545996","22617",2,"2011-03-08T14:12",4.95,14367
"545996","22960",3,"2011-03-08T14:12",4.25,14367
"545996","22969",12,"2011-03-08T14:12",1.45,14367
"545996","22444",48,"2011-03-08T14:12",1.25,14367
"545996","20768",3,"2011-03-08T14:12",2.55,14367
"545996","20767",3,"2011-03-08T14:12",2.55,14367
"545996","20769",3,"2011-03-08T14:12",2.55,14367
"545996","22993",4,"2011-03-08T14:12",1.25,14367
"545996","20775",3,"2011-03-08T14:12",1.65,14367
"545996","20774",3,"2011-03-08T14:12",1.65,14367
"545996","20773",3,"2011-03-08T14:12",1.65,14367
"545996","21972",1,"2011-03-08T14:12",1.45,14367
"545996","21207",3,"2011-03-08T14:12",1.65,14367
"545996","22090",3,"2011-03-08T14:12",2.95,14367
"545996","20829",6,"2011-03-08T14:12",2.1,14367
"545996","22083",3,"2011-03-08T14:12",2.95,14367
"545996","22084",3,"2011-03-08T14:12",2.95,14367
"545996","22085",3,"2011-03-08T14:12",2.95,14367
"545996","22613",6,"2011-03-08T14:12",0.85,14367
"545996","22908",6,"2011-03-08T14:12",0.85,14367
"545996","21078",6,"2011-03-08T14:12",0.85,14367
"545996","22851",6,"2011-03-08T14:12",0.85,14367
"545996","21989",6,"2011-03-08T14:12",0.85,14367
"545996","21080",6,"2011-03-08T14:12",0.85,14367
"545996","21843",2,"2011-03-08T14:12",10.95,14367
"545996","22501",1,"2011-03-08T14:12",9.95,14367
"545996","22502",1,"2011-03-08T14:12",5.95,14367
"545996","22149",2,"2011-03-08T14:12",2.1,14367
"545996","22147",4,"2011-03-08T14:12",1.45,14367
"545996","20971",2,"2011-03-08T14:12",1.25,14367
"545996","20972",2,"2011-03-08T14:12",1.25,14367
"545996","22668",10,"2011-03-08T14:12",2.95,14367
"545996","47566",2,"2011-03-08T14:12",4.95,14367
"545996","47590B",2,"2011-03-08T14:12",5.45,14367
"545996","47590A",2,"2011-03-08T14:12",5.45,14367
"545996","22720",2,"2011-03-08T14:12",4.95,14367
"545996","22475",2,"2011-03-08T14:12",4.95,14367
"545996","21679",1,"2011-03-08T14:12",0.85,14367
"545996","21678",1,"2011-03-08T14:12",0.85,14367
"545996","21675",1,"2011-03-08T14:12",0.85,14367
"545996","21676",1,"2011-03-08T14:12",0.85,14367
"545996","21677",1,"2011-03-08T14:12",0.85,14367
"545996","22334",4,"2011-03-08T14:12",1.65,14367
"545996","21829",1,"2011-03-08T14:12",0.21,14367
"545996","22534",3,"2011-03-08T14:12",0.42,14367
"545996","22530",3,"2011-03-08T14:12",0.42,14367
"545996","22537",3,"2011-03-08T14:12",0.42,14367
"545996","22533",3,"2011-03-08T14:12",0.42,14367
"545996","20727",2,"2011-03-08T14:12",1.65,14367
"545996","22382",3,"2011-03-08T14:12",1.65,14367
"545996","20723",3,"2011-03-08T14:12",0.85,14367
"545996","22384",3,"2011-03-08T14:12",1.65,14367
"545996","20728",3,"2011-03-08T14:12",1.65,14367
"545996","84931A",2,"2011-03-08T14:12",2.55,14367
"545996","84931B",2,"2011-03-08T14:12",2.55,14367
"545996","22318",2,"2011-03-08T14:12",2.95,14367
"545996","21523",2,"2011-03-08T14:12",7.95,14367
"545996","20685",2,"2011-03-08T14:12",7.95,14367
"545996","48194",2,"2011-03-08T14:12",7.95,14367
"545996","48116",2,"2011-03-08T14:12",7.95,14367
"545996","22690",2,"2011-03-08T14:12",7.95,14367
"545996","48185",2,"2011-03-08T14:12",7.95,14367
"545996","22692",2,"2011-03-08T14:12",7.95,14367
"545998","22842",2,"2011-03-08T14:35",6.75,13373
"545998","22843",2,"2011-03-08T14:35",6.75,13373
"545998","23049",2,"2011-03-08T14:35",8.25,13373
"545998","23052",2,"2011-03-08T14:35",8.25,13373
"545998","22720",6,"2011-03-08T14:35",4.95,13373
"545998","23126",4,"2011-03-08T14:35",4.95,13373
"545998","23127",4,"2011-03-08T14:35",4.95,13373
"545998","22228",12,"2011-03-08T14:35",0.85,13373
"545998","20970",4,"2011-03-08T14:35",3.75,13373
"545998","20969",4,"2011-03-08T14:35",3.75,13373
"545998","22147",12,"2011-03-08T14:35",1.45,13373
"545998","22271",6,"2011-03-08T14:35",2.95,13373
"545998","22274",6,"2011-03-08T14:35",2.95,13373
"545998","22750",4,"2011-03-08T14:35",3.75,13373
"545998","22916",24,"2011-03-08T14:35",0.65,13373
"545998","22919",12,"2011-03-08T14:35",0.65,13373
"545998","22920",12,"2011-03-08T14:35",0.65,13373
"545998","22917",12,"2011-03-08T14:35",0.65,13373
"545998","22918",12,"2011-03-08T14:35",0.65,13373
"545998","22921",12,"2011-03-08T14:35",0.65,13373
"545998","22487",4,"2011-03-08T14:35",8.5,13373
"545998","22221",2,"2011-03-08T14:35",9.95,13373
"545998","21672",12,"2011-03-08T14:35",1.25,13373
"545998","21673",12,"2011-03-08T14:35",1.25,13373
"545998","21669",12,"2011-03-08T14:35",1.25,13373
"545998","22771",12,"2011-03-08T14:35",1.25,13373
"545998","22773",12,"2011-03-08T14:35",1.25,13373
"545998","22772",12,"2011-03-08T14:35",1.25,13373
"545998","21204",12,"2011-03-08T14:35",1.65,13373
"545998","21484",4,"2011-03-08T14:35",3.45,13373
"545998","21929",10,"2011-03-08T14:35",1.95,13373
"545998","22933",6,"2011-03-08T14:35",2.95,13373
"545998","22962",12,"2011-03-08T14:35",0.85,13373
"545998","22570",12,"2011-03-08T14:35",3.75,13373
"545998","22569",12,"2011-03-08T14:35",3.75,13373
"545998","84898F",6,"2011-03-08T14:35",2.1,13373
"545998","22744",12,"2011-03-08T14:35",2.95,13373
"545998","85099B",20,"2011-03-08T14:35",1.95,13373
"545998","22112",6,"2011-03-08T14:35",4.95,13373
"545998","22835",4,"2011-03-08T14:35",4.65,13373
"545998","21455",24,"2011-03-08T14:35",0.85,13373
"545998","21454",24,"2011-03-08T14:35",0.85,13373
"545998","22505",12,"2011-03-08T14:35",4.95,13373
